# filename total_packets tcp_packets udp_packets total_bytes connections dns_queries dns_responses
node-fetch-tamanu-og-x100-tcp-seq25-8 747 647 100 331302 25 50 50
node-fetch-tamanu-og-x100-tcp-seq25-9 765 665 100 332497 25 50 50
node-fetch-tamanu-og-x100-tcp-seq50-0 1342 1142 200 507463 50 100 100
node-fetch-tamanu-og-x100-tcp-seq50-1 1306 1106 200 504490 50 100 100
node-fetch-tamanu-og-x100-tcp-seq50-3 1251 1051 200 501462 50 100 100
node-fetch-tamanu-og-x100-tcp-seq50-2 1390 1190 200 512920 50 100 100
node-fetch-tamanu-og-x100-tcp-seq50-4 1365 1165 200 510349 50 100 100
node-fetch-tamanu-og-x100-tcp-seq50-5 1307 1107 200 505718 50 100 100
node-fetch-tamanu-og-x100-tcp-seq50-6 1354 1154 200 508507 50 100 100
node-fetch-tamanu-og-x100-tcp-seq50-8 1329 1129 200 507856 50 100 100
node-fetch-tamanu-og-x100-tcp-seq50-7 1314 1114 200 505594 50 100 100
node-fetch-tamanu-og-x100-tcp-seq50-9 1311 1111 200 505168 50 100 100
faith-tamanu-og-x1-tcp-2 29 0 24 12236 2 0 0
faith-tamanu-og-x1-tcp-0 28 0 24 13314 3 0 0
faith-tamanu-og-x1-tcp-3 35 0 30 14021 3 2 2
faith-tamanu-og-x1-tcp-6 38 0 32 14255 3 2 2
faith-tamanu-og-x1-tcp-1 28 0 23 12286 2 0 0
faith-tamanu-og-x1-tcp-8 29 0 24 12233 2 0 0
faith-tamanu-og-x1-tcp-7 29 0 24 12250 2 0 0
faith-tamanu-og-x1-tcp-4 28 0 23 12171 2 0 0
faith-tamanu-og-x1-tcp-9 35 0 30 13930 3 2 2
faith-tamanu-og-x1-tcp-5 29 0 24 13719 2 0 0
faith-tamanu-og-x10-tcp-1 101 0 95 34941 3 2 2
faith-tamanu-og-x10-tcp-2 97 0 91 34659 3 2 2
faith-tamanu-og-x10-tcp-3 99 0 93 34784 3 2 2
faith-tamanu-og-x10-tcp-0 100 0 94 34947 3 2 2
faith-tamanu-og-x10-tcp-9 101 0 95 35026 3 2 2
faith-tamanu-og-x10-tcp-7 98 0 92 34729 3 2 2
faith-tamanu-og-x10-tcp-4 100 0 94 34862 3 2 2
faith-tamanu-og-x10-tcp-6 102 0 96 35100 3 2 2
faith-tamanu-og-x10-tcp-5 95 0 89 33244 2 0 0
faith-tamanu-og-x100-tcp-seq1-3 640 0 634 196916 3 2 2
faith-tamanu-og-x100-tcp-seq1-0 637 0 632 196673 3 2 2
faith-tamanu-og-x100-tcp-seq1-1 632 0 626 196217 3 0 0
faith-tamanu-og-x100-tcp-seq1-2 0 0 0 0 0 0 0
faith-tamanu-og-x10-tcp-8 100 0 94 34852 3 2 2
faith-tamanu-og-x100-tcp-seq1-8 643 0 637 201104 2 0 0
faith-tamanu-og-x100-tcp-seq1-7 0 0 0 0 0 0 0
faith-tamanu-og-x100-tcp-seq1-9 639 0 633 202213 3 2 2
faith-tamanu-og-x100-tcp-seq1-5 533 0 527 165044 3 2 2
faith-tamanu-og-x100-tcp-seq1-6 653 0 647 198070 3 2 2
faith-tamanu-og-x100-tcp-seq1-4 631 0 625 194999 2 0 0
faith-tamanu-og-x100-tcp-seq10-2 493 0 487 188804 2 0 0
faith-tamanu-og-x100-tcp-seq10-0 497 0 492 188524 3 2 2
faith-tamanu-og-x100-tcp-seq10-1 487 0 481 191461 3 2 2
faith-tamanu-og-x100-tcp-seq10-7 482 0 477 185919 3 2 2
faith-tamanu-og-x100-tcp-seq10-8 502 0 496 185974 2 0 0
faith-tamanu-og-x100-tcp-seq10-6 514 0 509 188121 3 2 2
faith-tamanu-og-x100-tcp-seq10-4 510 0 504 190098 2 0 0
faith-tamanu-og-x100-tcp-seq10-5 507 0 502 186371 2 0 0
faith-tamanu-og-x100-tcp-seq10-3 468 0 462 183737 2 0 0
faith-tamanu-og-x100-tcp-seq10-9 0 0 0 0 0 0 0
faith-tamanu-og-x100-tcp-seq25-2 533 0 527 189526 3 2 2
faith-tamanu-og-x100-tcp-seq25-0 528 0 522 189000 3 0 0
faith-tamanu-og-x100-tcp-seq25-5 518 0 514 195301 3 2 2
faith-tamanu-og-x100-tcp-seq25-3 568 0 562 191918 3 2 2
faith-tamanu-og-x100-tcp-seq25-1 542 0 537 193686 3 2 2
faith-tamanu-og-x100-tcp-seq25-4 526 0 520 188892 3 0 0
faith-tamanu-og-x100-tcp-seq25-6 559 0 554 194787 3 2 2
faith-tamanu-og-x100-tcp-seq25-7 530 0 524 189242 3 2 2
faith-tamanu-og-x100-tcp-seq50-3 548 0 543 194041 3 2 2
faith-tamanu-og-x100-tcp-seq25-8 536 0 531 189774 3 2 2
faith-tamanu-og-x100-tcp-seq50-1 532 0 527 191401 3 2 2
faith-tamanu-og-x100-tcp-seq25-9 558 0 553 194839 3 2 2
faith-tamanu-og-x100-tcp-seq50-0 548 0 543 190580 3 2 2
faith-tamanu-og-x100-tcp-seq50-2 570 0 564 192070 3 2 2
faith-tamanu-og-x100-tcp-seq50-8 567 0 562 195325 3 2 2
faith-tamanu-og-x100-tcp-seq50-4 577 0 571 192651 3 2 2
faith-tamanu-og-x100-tcp-seq50-5 542 0 536 191858 3 2 2
faith-tamanu-og-x100-tcp-seq50-9 549 0 544 190676 3 2 2
faith-tamanu-og-x100-tcp-seq50-7 551 0 545 190789 3 2 2
faith-tamanu-og-x100-tcp-seq50-6 553 0 547 194372 3 2 2
faith-tamanu-og-x1-quic-cubic-1 36 0 30 14126 3 2 2
faith-tamanu-og-x1-quic-cubic-0 28 0 23 12167 2 0 0
faith-tamanu-og-x1-quic-cubic-4 31 0 25 12416 2 0 0
faith-tamanu-og-x1-quic-cubic-2 35 0 30 14019 3 2 2
faith-tamanu-og-x1-quic-cubic-6 29 0 24 12305 2 0 0
faith-tamanu-og-x1-quic-cubic-8 28 0 23 12172 2 0 0
faith-tamanu-og-x1-quic-cubic-3 37 0 31 14187 3 2 2
faith-tamanu-og-x1-quic-cubic-7 32 0 28 13686 3 2 2
faith-tamanu-og-x1-quic-cubic-5 36 0 30 14130 3 2 2
faith-tamanu-og-x10-quic-cubic-2 93 0 87 34456 3 2 2
faith-tamanu-og-x10-quic-cubic-0 93 0 87 33165 2 0 0
faith-tamanu-og-x10-quic-cubic-1 91 0 85 33049 2 0 0
faith-tamanu-og-x1-quic-cubic-9 34 0 30 13915 3 2 2
faith-tamanu-og-x10-quic-cubic-6 95 0 89 34515 3 2 2
faith-tamanu-og-x10-quic-cubic-5 94 0 88 33188 2 0 0
faith-tamanu-og-x10-quic-cubic-3 92 0 86 33041 2 0 0
faith-tamanu-og-x10-quic-cubic-4 99 0 93 34794 3 2 2
faith-tamanu-og-x100-quic-cubic-seq1-0 605 0 600 194410 3 0 0
faith-tamanu-og-x10-quic-cubic-9 99 0 93 39666 3 2 2
faith-tamanu-og-x10-quic-cubic-8 91 0 85 32970 2 0 0
faith-tamanu-og-x10-quic-cubic-7 94 0 88 33181 2 0 0
faith-tamanu-og-x100-quic-cubic-seq1-2 615 0 611 201646 3 2 2
faith-tamanu-og-x100-quic-cubic-seq1-3 618 0 613 195417 3 2 2
faith-tamanu-og-x100-quic-cubic-seq1-1 625 0 619 197257 3 2 2
faith-tamanu-og-x100-quic-cubic-seq1-4 637 0 632 198960 2 0 0
faith-tamanu-og-x100-quic-cubic-seq1-8 606 0 601 193354 2 0 0
faith-tamanu-og-x100-quic-cubic-seq1-9 620 0 615 195590 3 2 2
faith-tamanu-og-x100-quic-cubic-seq1-7 609 0 604 193542 2 0 0
faith-tamanu-og-x100-quic-cubic-seq1-6 622 0 617 194480 2 0 0
faith-tamanu-og-x100-quic-cubic-seq1-5 620 0 615 194266 2 0 0
faith-tamanu-og-x100-quic-cubic-seq10-1 499 0 493 189317 2 0 0
faith-tamanu-og-x100-quic-cubic-seq10-4 501 0 496 185927 2 0 0
faith-tamanu-og-x100-quic-cubic-seq10-3 513 0 508 188063 3 2 2
faith-tamanu-og-x100-quic-cubic-seq10-0 500 0 494 185840 2 0 0
faith-tamanu-og-x100-quic-cubic-seq10-2 525 0 519 192284 3 2 2
faith-tamanu-og-x100-quic-cubic-seq10-6 505 0 499 190708 3 2 2
faith-tamanu-og-x100-quic-cubic-seq10-7 481 0 475 184494 2 0 0
faith-tamanu-og-x100-quic-cubic-seq10-5 513 0 507 188022 3 2 2
faith-tamanu-og-x100-quic-cubic-seq10-9 501 0 495 186005 2 0 0
faith-tamanu-og-x100-quic-cubic-seq25-0 0 0 0 0 0 0 0
faith-tamanu-og-x100-quic-cubic-seq10-8 499 0 494 187020 3 2 2
faith-tamanu-og-x100-quic-cubic-seq25-2 541 0 535 186233 1 0 0
faith-tamanu-og-x100-quic-cubic-seq25-4 535 0 531 192913 3 0 0
faith-tamanu-og-x100-quic-cubic-seq25-3 527 0 521 189473 2 0 0
faith-tamanu-og-x100-quic-cubic-seq25-1 505 0 500 190975 3 0 2
faith-tamanu-og-x100-quic-cubic-seq25-7 529 0 523 188085 2 0 0
faith-tamanu-og-x100-quic-cubic-seq25-8 524 0 518 188915 3 2 2
faith-tamanu-og-x100-quic-cubic-seq25-9 526 0 520 189063 3 2 2
faith-tamanu-og-x100-quic-cubic-seq25-6 536 0 530 193117 3 2 2
faith-tamanu-og-x100-quic-cubic-seq25-5 536 0 530 188379 2 0 0
faith-tamanu-og-x100-quic-cubic-seq50-3 544 0 538 190127 3 0 2
faith-tamanu-og-x100-quic-cubic-seq50-2 538 0 532 189901 3 2 2
faith-tamanu-og-x100-quic-cubic-seq50-0 542 0 536 190115 3 2 2
faith-tamanu-og-x100-quic-cubic-seq50-1 522 0 516 188684 3 2 2
faith-tamanu-og-x100-quic-cubic-seq50-5 539 0 533 191603 3 2 2
faith-tamanu-og-x100-quic-cubic-seq50-7 565 0 559 191690 3 2 2
faith-tamanu-og-x100-quic-cubic-seq50-6 537 0 531 189684 3 2 2
faith-tamanu-og-x100-quic-cubic-seq50-4 537 0 531 189891 3 2 2
faith-tamanu-og-x100-quic-cubic-seq50-9 548 0 542 190986 2 0 0
faith-tamanu-og-x100-quic-cubic-seq50-8 542 0 536 190150 3 2 2
faith-tamanu-og-x1-quic-bbr-2 35 0 30 13915 3 2 2
faith-tamanu-og-x1-quic-bbr-0 34 0 29 13855 3 2 2
faith-tamanu-og-x1-quic-bbr-3 33 0 28 13779 3 2 2
faith-tamanu-og-x1-quic-bbr-4 27 0 23 12154 2 0 0
faith-tamanu-og-x1-quic-bbr-1 31 0 25 12510 2 0 0
faith-tamanu-og-x1-quic-bbr-8 28 0 24 13305 3 0 0
faith-tamanu-og-x1-quic-bbr-6 33 0 29 13759 3 2 2
faith-tamanu-og-x1-quic-bbr-7 34 0 28 13883 3 0 0
faith-tamanu-og-x1-quic-bbr-5 35 0 30 13919 3 2 2
faith-tamanu-og-x1-quic-bbr-9 29 0 24 12235 2 0 0
faith-tamanu-og-x10-quic-bbr-0 0 0 0 0 0 0 0
faith-tamanu-og-x10-quic-bbr-2 100 0 94 34883 3 2 2
faith-tamanu-og-x10-quic-bbr-4 97 0 91 34660 3 2 2
faith-tamanu-og-x10-quic-bbr-6 94 0 88 33171 2 0 0
faith-tamanu-og-x10-quic-bbr-1 98 0 92 34730 3 2 2
faith-tamanu-og-x10-quic-bbr-5 95 0 89 33258 2 0 0
faith-tamanu-og-x10-quic-bbr-3 93 0 87 34277 3 0 0
faith-tamanu-og-x10-quic-bbr-9 101 0 95 34928 3 2 2
faith-tamanu-og-x100-quic-bbr-seq1-1 641 0 636 197121 3 2 2
faith-tamanu-og-x100-quic-bbr-seq1-0 630 0 625 196249 3 0 2
faith-tamanu-og-x10-quic-bbr-7 95 0 89 33329 2 0 0
faith-tamanu-og-x10-quic-bbr-8 101 0 95 34929 3 2 2
faith-tamanu-og-x100-quic-bbr-seq1-5 634 0 629 195192 2 0 0
faith-tamanu-og-x100-quic-bbr-seq1-3 631 0 626 194981 2 0 0
faith-tamanu-og-x100-quic-bbr-seq1-2 630 0 625 196173 3 2 2
faith-tamanu-og-x100-quic-bbr-seq1-6 635 0 630 200020 3 2 2
faith-tamanu-og-x100-quic-bbr-seq1-4 649 0 644 198981 3 2 2
faith-tamanu-og-x100-quic-bbr-seq1-7 625 0 620 195869 3 2 2
faith-tamanu-og-x100-quic-bbr-seq1-8 631 0 626 194952 2 0 0
faith-tamanu-og-x100-quic-bbr-seq10-4 481 0 476 187901 2 0 0
faith-tamanu-og-x100-quic-bbr-seq10-2 478 0 473 185608 3 2 2
faith-tamanu-og-x100-quic-bbr-seq10-1 496 0 491 185564 2 0 0
faith-tamanu-og-x100-quic-bbr-seq10-0 519 0 513 187239 2 0 0
faith-tamanu-og-x100-quic-bbr-seq1-9 645 0 640 196071 2 0 0
faith-tamanu-og-x100-quic-bbr-seq10-7 482 0 477 189132 3 0 0
faith-tamanu-og-x100-quic-bbr-seq10-6 474 0 469 185328 3 2 2
faith-tamanu-og-x100-quic-bbr-seq10-5 498 0 492 187039 3 2 2
faith-tamanu-og-x100-quic-bbr-seq10-3 482 0 477 184659 2 0 0
faith-tamanu-og-x100-quic-bbr-seq10-9 494 0 488 186701 3 2 2
faith-tamanu-og-x100-quic-bbr-seq25-0 524 0 518 188825 3 2 2
faith-tamanu-og-x100-quic-bbr-seq25-2 536 0 531 193088 3 2 2
faith-tamanu-og-x100-quic-bbr-seq10-8 471 0 466 188343 3 0 0
faith-tamanu-og-x100-quic-bbr-seq25-3 520 0 514 188609 3 2 2
faith-tamanu-og-x100-quic-bbr-seq25-4 518 0 512 188824 2 0 0
faith-tamanu-og-x100-quic-bbr-seq25-6 0 0 0 0 0 0 0
faith-tamanu-og-x100-quic-bbr-seq25-1 528 0 522 187922 2 0 0
faith-tamanu-og-x100-quic-bbr-seq25-5 542 0 537 190041 3 2 2
faith-tamanu-og-x100-quic-bbr-seq50-0 554 0 549 194353 3 0 0
faith-tamanu-og-x100-quic-bbr-seq25-8 525 0 519 189016 3 2 2
faith-tamanu-og-x100-quic-bbr-seq25-7 539 0 533 189860 3 2 2
faith-tamanu-og-x100-quic-bbr-seq50-1 533 0 527 192986 3 2 2
faith-tamanu-og-x100-quic-bbr-seq25-9 521 0 515 187427 2 0 0
faith-tamanu-og-x100-quic-bbr-seq50-2 545 0 539 195568 3 2 2
faith-tamanu-og-x100-quic-bbr-seq50-4 0 0 0 0 0 0 0
faith-tamanu-og-x100-quic-bbr-seq50-5 539 0 533 188927 2 0 0
faith-tamanu-og-x100-quic-bbr-seq50-7 532 0 526 189455 3 2 2
native-tamanu-ka-x1-tcp-1 25 21 4 8715 1 2 2
faith-tamanu-og-x100-quic-bbr-seq50-3 565 0 559 190628 2 0 0
faith-tamanu-og-x100-quic-bbr-seq50-6 553 0 548 194294 3 2 2
native-tamanu-ka-x1-tcp-2 25 21 4 8715 1 2 2
native-tamanu-ka-x1-tcp-0 25 21 4 8716 1 2 2
faith-tamanu-og-x100-quic-bbr-seq50-8 556 0 551 194573 3 2 2
faith-tamanu-og-x100-quic-bbr-seq50-9 551 0 545 190670 3 2 2
native-tamanu-ka-x1-tcp-7 25 21 4 8715 1 2 2
native-tamanu-ka-x1-tcp-9 24 20 4 8648 1 2 2
native-tamanu-ka-x1-tcp-5 24 20 4 8649 1 2 2
native-tamanu-ka-x1-tcp-6 25 21 4 8716 1 2 2
native-tamanu-ka-x1-tcp-4 24 20 4 8648 1 2 2
native-tamanu-ka-x1-tcp-3 25 21 4 8715 1 2 2
native-tamanu-ka-x10-tcp-2 43 39 4 23908 1 2 2
native-tamanu-ka-x10-tcp-1 42 38 4 23840 1 2 2
native-tamanu-ka-x10-tcp-0 43 39 4 23908 1 2 2
native-tamanu-ka-x1-tcp-8 22 18 4 8518 1 2 2
native-tamanu-ka-x10-tcp-5 39 39 0 23515 1 0 0
native-tamanu-ka-x10-tcp-3 40 36 4 23709 1 2 2
native-tamanu-ka-x10-tcp-4 42 38 4 23841 1 2 2
native-tamanu-ka-x10-tcp-9 42 38 4 23841 1 2 2
native-tamanu-ka-x10-tcp-6 42 38 4 23841 1 2 2
native-tamanu-ka-x10-tcp-7 42 38 4 23841 1 2 2
native-tamanu-ka-x10-tcp-8 41 37 4 23775 1 2 2
native-tamanu-ka-x100-tcp-seq1-0 223 219 4 175826 1 2 2
native-tamanu-ka-x100-tcp-seq1-4 222 218 4 175760 1 2 2
native-tamanu-ka-x100-tcp-seq1-1 223 219 4 175827 1 2 2
native-tamanu-ka-x100-tcp-seq1-3 220 218 2 175587 1 0 2
native-tamanu-ka-x100-tcp-seq1-5 225 221 4 177526 1 2 2
native-tamanu-ka-x100-tcp-seq1-6 223 219 4 175827 1 2 2
native-tamanu-ka-x100-tcp-seq1-7 223 219 4 175826 1 2 2
native-tamanu-ka-x100-tcp-seq1-2 223 219 4 175827 1 2 2
native-tamanu-ka-x100-tcp-seq10-2 422 382 40 238544 10 20 20
native-tamanu-ka-x100-tcp-seq1-8 222 218 4 175761 1 2 2
native-tamanu-ka-x100-tcp-seq10-1 421 381 40 238476 10 20 20
native-tamanu-ka-x100-tcp-seq10-0 423 383 40 238611 10 20 20
native-tamanu-ka-x100-tcp-seq1-9 222 218 4 175761 1 2 2
native-tamanu-ka-x100-tcp-seq10-3 423 383 40 238607 10 20 20
native-tamanu-ka-x100-tcp-seq10-4 420 380 40 238414 10 20 20
native-tamanu-ka-x100-tcp-seq10-9 417 377 40 238211 10 20 20
native-tamanu-ka-x100-tcp-seq10-5 419 379 40 238346 10 20 20
native-tamanu-ka-x100-tcp-seq10-6 420 380 40 238410 10 20 20
native-tamanu-ka-x100-tcp-seq25-3 768 668 100 344015 25 50 50
native-tamanu-ka-x100-tcp-seq10-7 424 384 40 238852 10 20 20
native-tamanu-ka-x100-tcp-seq25-0 744 644 100 342425 25 50 50
native-tamanu-ka-x100-tcp-seq10-8 425 385 40 238736 10 20 20
native-tamanu-ka-x100-tcp-seq25-2 755 655 100 343150 25 50 50
native-tamanu-ka-x100-tcp-seq25-1 766 666 100 343883 25 50 50
native-tamanu-ka-x100-tcp-seq25-6 817 717 100 347248 25 50 50
native-tamanu-ka-x100-tcp-seq25-5 750 650 100 342824 25 50 50
native-tamanu-ka-x100-tcp-seq25-4 755 655 100 343154 25 50 50
native-tamanu-ka-x100-tcp-seq25-7 750 650 100 342819 25 50 50
native-tamanu-ka-x100-tcp-seq25-8 755 655 100 343327 25 50 50
native-tamanu-ka-x100-tcp-seq25-9 759 659 100 343420 25 50 50
native-tamanu-ka-x100-tcp-seq50-1 1336 1136 200 521320 50 100 100
native-tamanu-ka-x100-tcp-seq50-0 1336 1136 200 520267 50 100 100
native-tamanu-ka-x100-tcp-seq50-4 1333 1133 200 520096 50 100 100
native-tamanu-ka-x100-tcp-seq50-2 1325 1125 200 519879 50 100 100
native-tamanu-ka-x100-tcp-seq50-3 1317 1117 200 519366 50 100 100
native-tamanu-ka-x100-tcp-seq50-6 1305 1105 200 517897 50 100 100
node-fetch-tamanu-ka-x1-tcp-1 22 18 4 8451 1 2 2
native-tamanu-ka-x100-tcp-seq50-5 1316 1116 200 519307 50 100 100
native-tamanu-ka-x100-tcp-seq50-9 1349 1149 200 522176 50 100 100
node-fetch-tamanu-ka-x1-tcp-0 25 21 4 8650 1 2 2
native-tamanu-ka-x100-tcp-seq50-7 1386 1186 200 523400 50 100 100
native-tamanu-ka-x100-tcp-seq50-8 1356 1156 200 522458 50 100 100
node-fetch-tamanu-ka-x1-tcp-3 24 20 4 8583 1 2 2
node-fetch-tamanu-ka-x1-tcp-4 24 20 4 8584 1 2 2
node-fetch-tamanu-ka-x1-tcp-2 23 19 4 8517 1 2 2
node-fetch-tamanu-ka-x1-tcp-5 24 20 4 8584 1 2 2
node-fetch-tamanu-ka-x1-tcp-8 25 21 4 8649 1 2 2
node-fetch-tamanu-ka-x1-tcp-9 25 21 4 8649 1 2 2
node-fetch-tamanu-ka-x1-tcp-6 24 20 4 8582 1 2 2
node-fetch-tamanu-ka-x1-tcp-7 23 19 4 8517 1 2 2
node-fetch-tamanu-ka-x10-tcp-3 40 36 4 23319 1 2 2
node-fetch-tamanu-ka-x10-tcp-2 43 39 4 23517 1 2 2
node-fetch-tamanu-ka-x10-tcp-4 42 38 4 23452 1 2 2
node-fetch-tamanu-ka-x10-tcp-1 43 39 4 23517 1 2 2
node-fetch-tamanu-ka-x10-tcp-0 42 38 4 23451 1 2 2
node-fetch-tamanu-ka-x100-tcp-seq1-0 223 219 4 172196 1 2 2
node-fetch-tamanu-ka-x10-tcp-6 42 38 4 23451 1 2 2
node-fetch-tamanu-ka-x10-tcp-8 40 36 4 23320 1 2 2
node-fetch-tamanu-ka-x10-tcp-7 42 38 4 23451 1 2 2
node-fetch-tamanu-ka-x10-tcp-5 42 38 4 23451 1 2 2
node-fetch-tamanu-ka-x100-tcp-seq1-5 222 218 4 172130 1 2 2
node-fetch-tamanu-ka-x100-tcp-seq1-3 222 218 4 172130 1 2 2
node-fetch-tamanu-ka-x100-tcp-seq1-2 222 218 4 172131 1 2 2
node-fetch-tamanu-ka-x10-tcp-9 42 38 4 23450 1 2 2
node-fetch-tamanu-ka-x100-tcp-seq1-1 223 219 4 172197 1 2 2
node-fetch-tamanu-ka-x100-tcp-seq1-7 225 221 4 172513 1 2 2
node-fetch-tamanu-ka-x100-tcp-seq1-4 223 219 4 172198 1 2 2
node-fetch-tamanu-ka-x100-tcp-seq1-6 223 219 4 172197 1 2 2
node-fetch-tamanu-ka-x100-tcp-seq10-0 423 383 40 234709 10 20 20
node-fetch-tamanu-ka-x100-tcp-seq1-9 223 219 4 172196 1 2 2
node-fetch-tamanu-ka-x100-tcp-seq10-1 418 378 40 234380 10 20 20
node-fetch-tamanu-ka-x100-tcp-seq1-8 223 219 4 172197 1 2 2
node-fetch-tamanu-ka-x100-tcp-seq10-3 427 387 40 234976 10 20 20
node-fetch-tamanu-ka-x100-tcp-seq10-2 417 377 40 234315 10 20 20
node-fetch-tamanu-ka-x100-tcp-seq10-4 422 382 40 234637 10 20 20
node-fetch-tamanu-ka-x100-tcp-seq10-5 411 371 40 233918 10 20 20
node-fetch-tamanu-ka-x100-tcp-seq10-9 423 383 40 234712 10 20 20
node-fetch-tamanu-ka-x100-tcp-seq25-0 758 658 100 339012 25 50 50
node-fetch-tamanu-ka-x100-tcp-seq10-6 419 379 40 234445 10 20 20
node-fetch-tamanu-ka-x100-tcp-seq10-7 423 383 40 234709 10 20 20
node-fetch-tamanu-ka-x100-tcp-seq10-8 420 380 40 234510 10 20 20
node-fetch-tamanu-ka-x100-tcp-seq25-2 752 652 100 338607 25 50 50
node-fetch-tamanu-ka-x100-tcp-seq25-3 761 661 100 339199 25 50 50
node-fetch-tamanu-ka-x100-tcp-seq25-1 754 654 100 338735 25 50 50
node-fetch-tamanu-ka-x100-tcp-seq25-4 775 675 100 340124 25 50 50
node-fetch-tamanu-ka-x100-tcp-seq25-5 751 651 100 338539 25 50 50
node-fetch-tamanu-ka-x100-tcp-seq25-8 759 659 100 339069 25 50 50
node-fetch-tamanu-ka-x100-tcp-seq25-9 779 679 100 340393 25 50 50
node-fetch-tamanu-ka-x100-tcp-seq25-7 752 652 100 338608 25 50 50
node-fetch-tamanu-ka-x100-tcp-seq25-6 785 685 100 340788 25 50 50
node-fetch-tamanu-ka-x100-tcp-seq50-0 1328 1128 200 513756 50 100 100
node-fetch-tamanu-ka-x100-tcp-seq50-3 1311 1111 200 512477 50 100 100
node-fetch-tamanu-ka-x100-tcp-seq50-2 1342 1142 200 515083 50 100 100
node-fetch-tamanu-ka-x100-tcp-seq50-1 1326 1126 200 514151 50 100 100
node-fetch-tamanu-ka-x100-tcp-seq50-9 1276 1076 200 512083 50 100 100
node-fetch-tamanu-ka-x100-tcp-seq50-7 1287 1087 200 510893 50 100 100
node-fetch-tamanu-ka-x100-tcp-seq50-6 1299 1099 200 511858 50 100 100
node-fetch-tamanu-ka-x100-tcp-seq50-4 1276 1076 200 511039 50 100 100
node-fetch-tamanu-ka-x100-tcp-seq50-8 1303 1103 200 511956 50 100 100
faith-tamanu-ka-x1-tcp-5 35 0 30 13983 3 2 2
faith-tamanu-ka-x1-tcp-2 29 0 24 12287 2 0 0
faith-tamanu-ka-x1-tcp-1 33 0 28 13849 3 2 2
faith-tamanu-ka-x1-tcp-0 38 0 32 14334 3 2 2
faith-tamanu-ka-x1-tcp-3 27 0 23 12116 2 0 0
node-fetch-tamanu-ka-x100-tcp-seq50-5 1346 1146 200 516188 50 100 100
faith-tamanu-ka-x10-tcp-0 95 0 89 33742 2 0 0
faith-tamanu-ka-x1-tcp-7 34 0 29 13912 3 2 2
faith-tamanu-ka-x1-tcp-8 36 0 31 14059 3 2 2
faith-tamanu-ka-x1-tcp-6 33 0 27 12604 2 0 0
faith-tamanu-ka-x1-tcp-4 33 0 28 13842 3 2 2
faith-tamanu-ka-x10-tcp-4 96 0 90 35003 3 2 2
faith-tamanu-ka-x10-tcp-2 101 0 95 35345 3 2 2
faith-tamanu-ka-x10-tcp-3 93 0 87 38236 3 0 0
faith-tamanu-ka-x10-tcp-1 98 0 92 35240 3 2 2
faith-tamanu-ka-x1-tcp-9 31 0 26 13586 3 0 0
faith-tamanu-ka-x10-tcp-9 97 0 91 33778 2 0 0
faith-tamanu-ka-x10-tcp-8 98 0 92 35014 3 0 0
faith-tamanu-ka-x10-tcp-7 94 0 88 33562 2 0 0
faith-tamanu-ka-x10-tcp-6 98 0 92 38697 3 2 2
faith-tamanu-ka-x10-tcp-5 100 0 94 35287 3 2 2
faith-tamanu-ka-x100-tcp-seq1-3 628 0 623 198661 2 0 0
faith-tamanu-ka-x100-tcp-seq1-4 643 0 638 201018 3 2 2
faith-tamanu-ka-x100-tcp-seq1-1 640 0 635 200894 3 2 2
faith-tamanu-ka-x100-tcp-seq1-2 635 0 630 204034 3 2 2
faith-tamanu-ka-x100-tcp-seq1-0 632 0 627 200168 3 0 0
faith-tamanu-ka-x100-tcp-seq1-9 639 0 634 200819 3 2 2
faith-tamanu-ka-x100-tcp-seq1-6 633 0 629 207315 3 0 0
faith-tamanu-ka-x100-tcp-seq1-8 654 0 648 201911 3 2 2
faith-tamanu-ka-x100-tcp-seq1-7 649 0 644 201437 3 2 2
faith-tamanu-ka-x100-tcp-seq1-5 650 0 645 201656 2 0 0
faith-tamanu-ka-x100-tcp-seq10-3 499 0 494 190866 3 2 2
faith-tamanu-ka-x100-tcp-seq10-0 485 0 479 189947 3 2 2
faith-tamanu-ka-x100-tcp-seq10-1 493 0 487 190410 3 0 1
faith-tamanu-ka-x100-tcp-seq10-2 471 0 466 188911 3 0 0
faith-tamanu-ka-x100-tcp-seq10-4 476 0 470 189321 3 2 2
faith-tamanu-ka-x100-tcp-seq10-5 467 0 461 188706 3 0 0
faith-tamanu-ka-x100-tcp-seq10-6 491 0 486 189087 2 0 0
faith-tamanu-ka-x100-tcp-seq10-7 504 0 498 193065 3 2 2
faith-tamanu-ka-x100-tcp-seq25-2 524 0 518 192901 3 2 2
faith-tamanu-ka-x100-tcp-seq10-9 0 0 0 0 0 0 0
faith-tamanu-ka-x100-tcp-seq25-0 518 0 512 192412 3 2 2
faith-tamanu-ka-x100-tcp-seq10-8 516 0 510 192104 3 2 2
faith-tamanu-ka-x100-tcp-seq25-3 0 0 0 0 0 0 0
faith-tamanu-ka-x100-tcp-seq25-7 519 0 514 195914 3 0 2
faith-tamanu-ka-x100-tcp-seq25-5 520 0 514 192312 3 0 0
faith-tamanu-ka-x100-tcp-seq25-1 529 0 524 196536 3 2 2
faith-tamanu-ka-x100-tcp-seq25-6 509 0 504 190350 2 0 0
faith-tamanu-ka-x100-tcp-seq25-8 524 0 518 192700 3 0 0
