# filename total_packets tcp_packets udp_packets total_bytes connections dns_queries dns_responses
faith-google-x100-quic-cubic-seq50-5 1818 0 1816 580731 2 0 0
faith-google-x100-quic-cubic-seq50-4 1811 0 1806 581161 3 4 6
faith-google-x100-quic-cubic-seq50-3 1825 0 1821 584800 3 4 6
faith-google-x100-quic-cubic-seq50-7 1812 0 1807 581121 3 4 6
faith-google-x1-quic-bbr-0 59 0 52 41749 3 0 4
faith-google-x100-quic-cubic-seq50-6 1851 0 1849 584395 3 4 6
faith-google-x100-quic-cubic-seq50-9 1770 0 1768 577543 2 0 0
faith-google-x1-quic-bbr-2 70 0 63 55889 2 0 0
faith-google-x1-quic-bbr-1 46 0 46 23310 2 0 0
faith-google-x100-quic-cubic-seq50-8 1860 0 1851 1305604 3 4 6
faith-google-x1-quic-bbr-3 55 0 50 28201 3 0 6
faith-google-x1-quic-bbr-6 57 0 53 26822 3 4 6
faith-google-x1-quic-bbr-9 58 0 57 26633 3 4 5
faith-google-x1-quic-bbr-4 45 0 45 23219 2 0 0
faith-google-x1-quic-bbr-5 63 0 55 38029 3 4 5
faith-google-x1-quic-bbr-7 76 0 67 62317 3 4 6
faith-google-x1-quic-bbr-8 65 0 56 38630 3 4 6
faith-google-x10-quic-bbr-0 220 0 212 137140 3 4 6
faith-google-x10-quic-bbr-1 260 0 253 177693 2 0 0
faith-google-x10-quic-bbr-3 263 0 253 181260 3 4 6
faith-google-x10-quic-bbr-4 227 0 225 79974 3 4 6
faith-google-x10-quic-bbr-2 226 0 221 79343 3 4 6
faith-google-x10-quic-bbr-5 235 0 226 158171 3 4 6
faith-google-x10-quic-bbr-7 294 0 285 201361 3 4 6
faith-google-x10-quic-bbr-6 223 0 219 78346 3 0 3
faith-google-x100-quic-bbr-seq1-0 1956 0 1951 593592 3 0 6
faith-google-x100-quic-bbr-seq1-2 1948 0 1945 592672 3 4 5
faith-google-x10-quic-bbr-9 223 0 219 78370 3 0 3
faith-google-x10-quic-bbr-8 226 0 223 76613 2 0 0
faith-google-x100-quic-bbr-seq1-1 1916 0 1912 588984 3 4 6
faith-google-x100-quic-bbr-seq1-4 1932 0 1924 1332916 3 0 3
faith-google-x100-quic-bbr-seq1-3 1846 0 1842 583405 3 4 6
faith-google-x100-quic-bbr-seq10-0 1798 0 1795 582897 3 4 5
faith-google-x100-quic-bbr-seq1-5 1816 0 1807 1192711 3 4 6
faith-google-x100-quic-bbr-seq1-8 1956 0 1953 591636 3 4 4
faith-google-x100-quic-bbr-seq10-1 1758 0 1754 577003 3 4 6
faith-google-x100-quic-bbr-seq1-6 1932 0 1925 1314416 2 0 0
faith-google-x100-quic-bbr-seq1-9 1941 0 1937 590740 3 4 5
faith-google-x100-quic-bbr-seq1-7 1894 0 1891 585535 2 0 0
faith-google-x100-quic-bbr-seq10-2 1686 0 1678 1179802 3 4 5
faith-google-x100-quic-bbr-seq10-5 1761 0 1751 1240029 3 4 6
faith-google-x100-quic-bbr-seq10-3 1828 0 1819 1301597 3 0 3
faith-google-x100-quic-bbr-seq10-7 1807 0 1803 582444 3 0 6
faith-google-x100-quic-bbr-seq10-6 1802 0 1797 582167 3 4 6
faith-google-x100-quic-bbr-seq10-4 1777 0 1773 580335 3 4 6
faith-google-x100-quic-bbr-seq10-8 1780 0 1771 1244641 3 4 6
faith-google-x100-quic-bbr-seq25-2 1808 0 1803 580833 3 4 6
faith-google-x100-quic-bbr-seq25-0 1800 0 1798 580090 3 4 6
faith-google-x100-quic-bbr-seq25-1 1834 0 1832 582757 2 0 0
faith-google-x100-quic-bbr-seq25-3 1836 0 1831 584682 3 4 6
faith-google-x100-quic-bbr-seq25-7 1807 0 1803 581486 3 0 3
faith-google-x100-quic-bbr-seq25-4 1811 0 1807 583701 3 4 6
faith-google-x100-quic-bbr-seq10-9 1886 0 1877 1344720 3 4 6
faith-google-x100-quic-bbr-seq25-5 1840 0 1836 584805 3 4 6
faith-google-x100-quic-bbr-seq25-6 1815 0 1811 581479 3 4 6
faith-google-x100-quic-bbr-seq25-9 1821 0 1818 579272 2 0 0
faith-google-x100-quic-bbr-seq25-8 1835 0 1832 581922 2 0 0
faith-google-x100-quic-bbr-seq50-1 2043 0 2034 1468821 3 4 5
faith-google-x100-quic-bbr-seq50-3 1839 0 1835 584966 3 4 6
faith-google-x100-quic-bbr-seq50-0 1860 0 1855 586330 3 4 6
faith-google-x100-quic-bbr-seq50-4 1831 0 1827 582553 3 4 6
faith-google-x100-quic-bbr-seq50-2 1743 0 1734 1184538 3 4 6
faith-google-x100-quic-bbr-seq50-5 1827 0 1822 583994 3 4 6
faith-google-x100-quic-bbr-seq50-7 1838 0 1833 583271 3 4 6
faith-google-x100-quic-bbr-seq50-9 1831 0 1826 584149 3 4 6
faith-google-x100-quic-bbr-seq50-8 1847 0 1845 582571 2 0 0
faith-google-x100-quic-bbr-seq50-6 1851 0 1842 1321322 3 4 6
native-cloudflare-100k-x1-tcp-0 71 67 4 114277 1 2 2
native-cloudflare-100k-x1-tcp-2 72 68 4 114351 1 2 2
native-cloudflare-100k-x1-tcp-1 47 43 4 112705 1 2 2
native-cloudflare-100k-x1-tcp-4 67 63 4 114012 1 2 2
native-cloudflare-100k-x1-tcp-3 72 68 4 114343 1 2 2
native-cloudflare-100k-x1-tcp-6 47 43 4 112698 1 2 2
native-cloudflare-100k-x1-tcp-5 40 36 4 112231 1 2 2
native-cloudflare-100k-x1-tcp-7 44 40 4 112495 1 2 2
native-cloudflare-100k-x1-tcp-9 37 33 4 112023 1 2 2
native-cloudflare-100k-x1-tcp-8 70 66 4 114210 1 2 2
native-cloudflare-100k-x10-tcp-0 325 317 8 1053438 2 4 4
native-cloudflare-100k-x10-tcp-2 218 210 8 1046410 2 4 4
native-cloudflare-100k-x10-tcp-5 240 232 8 1047860 2 4 4
native-cloudflare-100k-x10-tcp-6 329 321 8 1054310 2 4 4
native-cloudflare-100k-x10-tcp-1 302 294 8 1053179 2 4 4
native-cloudflare-100k-x10-tcp-3 322 314 8 1053281 2 4 4
native-cloudflare-100k-x10-tcp-4 249 241 8 1048421 2 4 4
native-cloudflare-100k-x10-tcp-7 268 260 8 1049697 2 4 4
native-cloudflare-100k-x10-tcp-8 285 277 8 1051168 2 4 4
native-cloudflare-100k-x10-tcp-9 294 286 8 1051369 2 4 4
native-cloudflare-100k-x100-tcp-seq1-2 1615 1607 8 10300982 2 4 4
native-cloudflare-100k-x100-tcp-seq1-3 1780 1772 8 10312838 2 4 4
native-cloudflare-100k-x100-tcp-seq1-1 1643 1635 8 10303840 2 4 4
native-cloudflare-100k-x100-tcp-seq1-0 1617 1609 8 10300724 2 4 4
native-cloudflare-100k-x100-tcp-seq1-6 1787 1779 8 10312231 2 4 4
native-cloudflare-100k-x100-tcp-seq1-7 1659 1651 8 10303559 2 4 4
native-cloudflare-100k-x100-tcp-seq1-8 1575 1567 8 10298213 2 4 4
native-cloudflare-100k-x100-tcp-seq1-4 1611 1603 8 10300363 2 4 4
native-cloudflare-100k-x100-tcp-seq10-1 2223 2171 52 10425406 13 26 26
native-cloudflare-100k-x100-tcp-seq10-3 2331 2287 44 10421550 11 22 22
native-cloudflare-100k-x100-tcp-seq1-9 1698 1690 8 10306358 2 4 4
native-cloudflare-100k-x100-tcp-seq1-5 1738 1730 8 10308544 2 4 4
native-cloudflare-100k-x100-tcp-seq10-5 2291 2247 44 10420252 11 22 22
native-cloudflare-100k-x100-tcp-seq10-4 2305 2261 44 10419959 11 22 22
native-cloudflare-100k-x100-tcp-seq10-0 2331 2287 44 10422030 11 22 22
native-cloudflare-100k-x100-tcp-seq10-2 2526 2482 44 10434908 11 22 22
native-cloudflare-100k-x100-tcp-seq25-0 3108 3004 104 10599860 26 52 52
native-cloudflare-100k-x100-tcp-seq10-6 2371 2327 44 10426338 11 22 22
native-cloudflare-100k-x100-tcp-seq25-2 3221 3117 104 10607145 26 52 52
native-cloudflare-100k-x100-tcp-seq10-8 2323 2279 44 10421321 11 22 22
native-cloudflare-100k-x100-tcp-seq10-9 2441 2397 44 10429329 11 22 22
native-cloudflare-100k-x100-tcp-seq25-4 3339 3235 104 10619910 26 52 52
native-cloudflare-100k-x100-tcp-seq10-7 2432 2388 44 10428331 11 22 22
native-cloudflare-100k-x100-tcp-seq25-7 3360 3256 104 10618060 26 52 52
native-cloudflare-100k-x100-tcp-seq25-3 3053 2949 104 10596837 26 52 52
native-cloudflare-100k-x100-tcp-seq25-1 3248 3144 104 10611429 26 52 52
native-cloudflare-100k-x100-tcp-seq25-5 3065 2961 104 10595102 26 52 52
native-cloudflare-100k-x100-tcp-seq25-6 3052 2948 104 10597856 26 52 52
native-cloudflare-100k-x100-tcp-seq25-8 2953 2849 104 10591045 26 52 52
native-cloudflare-100k-x100-tcp-seq25-9 3101 2997 104 10600391 26 52 52
native-cloudflare-100k-x100-tcp-seq50-4 4440 4236 204 10921766 51 102 102
native-cloudflare-100k-x100-tcp-seq50-0 4885 4681 204 10965057 51 102 102
native-cloudflare-100k-x100-tcp-seq50-3 4764 4560 204 10940453 51 102 102
native-cloudflare-100k-x100-tcp-seq50-1 4950 4746 204 10977451 51 102 102
native-cloudflare-100k-x100-tcp-seq50-2 4478 4274 204 10945205 51 102 102
node-fetch-cloudflare-100k-x1-tcp-0 70 66 4 114122 1 2 2
node-fetch-cloudflare-100k-x1-tcp-1 37 33 4 111927 1 2 2
node-fetch-cloudflare-100k-x1-tcp-2 66 62 4 113858 1 2 2
node-fetch-cloudflare-100k-x1-tcp-3 50 46 4 112800 1 2 2
native-cloudflare-100k-x100-tcp-seq50-9 4714 4510 204 10938613 51 102 102
native-cloudflare-100k-x100-tcp-seq50-7 4670 4466 204 10926879 51 102 102
native-cloudflare-100k-x100-tcp-seq50-6 4702 4498 204 10945453 51 102 102
native-cloudflare-100k-x100-tcp-seq50-5 4795 4591 204 10932109 51 102 102
node-fetch-cloudflare-100k-x1-tcp-5 54 50 4 113061 1 2 2
native-cloudflare-100k-x100-tcp-seq50-8 4740 4536 204 10981446 51 102 102
node-fetch-cloudflare-100k-x1-tcp-4 53 49 4 112991 1 2 2
node-fetch-cloudflare-100k-x1-tcp-6 37 33 4 111937 1 2 2
node-fetch-cloudflare-100k-x1-tcp-7 70 66 4 114107 1 2 2
node-fetch-cloudflare-100k-x1-tcp-8 61 57 4 113542 1 2 2
node-fetch-cloudflare-100k-x10-tcp-0 194 190 4 1038542 1 2 2
node-fetch-cloudflare-100k-x1-tcp-9 38 34 4 112011 1 2 2
node-fetch-cloudflare-100k-x10-tcp-2 341 337 4 1048255 1 2 2
node-fetch-cloudflare-100k-x10-tcp-1 219 215 4 1040271 1 2 2
node-fetch-cloudflare-100k-x10-tcp-3 243 239 4 1041750 1 2 2
node-fetch-cloudflare-100k-x10-tcp-7 205 201 4 1039314 1 2 2
node-fetch-cloudflare-100k-x10-tcp-8 221 217 4 1040401 1 2 2
node-fetch-cloudflare-100k-x10-tcp-9 247 243 4 1042040 1 2 2
node-fetch-cloudflare-100k-x100-tcp-seq1-2 1502 1498 4 10283819 1 2 2
node-fetch-cloudflare-100k-x10-tcp-6 229 225 4 1040896 1 2 2
node-fetch-cloudflare-100k-x10-tcp-5 244 240 4 1041887 1 2 2
node-fetch-cloudflare-100k-x10-tcp-4 219 215 4 1040262 1 2 2
node-fetch-cloudflare-100k-x100-tcp-seq1-3 1787 1783 4 10302614 1 2 2
node-fetch-cloudflare-100k-x100-tcp-seq1-0 1697 1693 4 10297684 1 2 2
node-fetch-cloudflare-100k-x100-tcp-seq1-1 1661 1657 4 10294132 1 2 2
node-fetch-cloudflare-100k-x100-tcp-seq1-9 1603 1599 4 10291635 1 2 2
node-fetch-cloudflare-100k-x100-tcp-seq1-5 1535 1531 4 10285854 1 2 2
node-fetch-cloudflare-100k-x100-tcp-seq1-6 1635 1631 4 10292586 1 2 2
node-fetch-cloudflare-100k-x100-tcp-seq1-4 1694 1690 4 10320058 1 2 2
node-fetch-cloudflare-100k-x100-tcp-seq1-8 1608 1604 4 10291047 1 2 2
node-fetch-cloudflare-100k-x100-tcp-seq1-7 1605 1601 4 10291934 1 2 2
node-fetch-cloudflare-100k-x100-tcp-seq10-1 2294 2254 40 10409146 10 20 20
node-fetch-cloudflare-100k-x100-tcp-seq10-0 2402 2362 40 10416525 10 20 20
node-fetch-cloudflare-100k-x100-tcp-seq10-2 2366 2326 40 10413903 10 20 20
node-fetch-cloudflare-100k-x100-tcp-seq10-4 2277 2237 40 10409266 10 20 20
node-fetch-cloudflare-100k-x100-tcp-seq10-5 2110 2070 40 10397299 10 20 20
node-fetch-cloudflare-100k-x100-tcp-seq10-7 2142 2102 40 10399027 10 20 20
node-fetch-cloudflare-100k-x100-tcp-seq10-3 2274 2234 40 10408671 10 20 20
node-fetch-cloudflare-100k-x100-tcp-seq10-9 2151 2111 40 10399820 10 20 20
node-fetch-cloudflare-100k-x100-tcp-seq10-6 2184 2144 40 10401731 10 20 20
node-fetch-cloudflare-100k-x100-tcp-seq25-0 3170 3070 100 10593957 25 50 50
node-fetch-cloudflare-100k-x100-tcp-seq10-8 2434 2394 40 10418636 10 20 20
node-fetch-cloudflare-100k-x100-tcp-seq25-2 3140 3040 100 10593045 25 50 50
node-fetch-cloudflare-100k-x100-tcp-seq25-1 2929 2829 100 10576035 25 50 50
node-fetch-cloudflare-100k-x100-tcp-seq25-5 3575 3475 100 10629710 25 50 50
node-fetch-cloudflare-100k-x100-tcp-seq25-4 3165 3065 100 10592489 25 50 50
node-fetch-cloudflare-100k-x100-tcp-seq25-6 3028 2928 100 10582225 25 50 50
node-fetch-cloudflare-100k-x100-tcp-seq25-3 3201 3101 100 10598480 25 50 50
node-fetch-cloudflare-100k-x100-tcp-seq25-8 2955 2855 100 10579993 25 50 50
node-fetch-cloudflare-100k-x100-tcp-seq25-7 3137 3037 100 10590068 25 50 50
node-fetch-cloudflare-100k-x100-tcp-seq25-9 3342 3242 100 10607041 25 50 50
node-fetch-cloudflare-100k-x100-tcp-seq50-6 4858 4658 200 10965222 50 100 100
node-fetch-cloudflare-100k-x100-tcp-seq50-2 4955 4755 200 10944116 50 100 100
node-fetch-cloudflare-100k-x100-tcp-seq50-3 4672 4472 200 10837423 50 100 100
node-fetch-cloudflare-100k-x100-tcp-seq50-5 4743 4543 200 10931673 50 100 100
node-fetch-cloudflare-100k-x100-tcp-seq50-1 4860 4660 200 10932203 50 100 100
faith-cloudflare-100k-x1-tcp-1 66 56 8 113001 1 4 6
node-fetch-cloudflare-100k-x100-tcp-seq50-0 4627 4427 200 10930579 50 100 100
node-fetch-cloudflare-100k-x100-tcp-seq50-4 4681 4481 200 10913864 50 100 100
node-fetch-cloudflare-100k-x100-tcp-seq50-7 4439 4239 200 10923571 50 100 100
faith-cloudflare-100k-x1-tcp-0 90 80 8 114607 1 4 6
node-fetch-cloudflare-100k-x100-tcp-seq50-8 4573 4373 200 10929842 50 100 100
faith-cloudflare-100k-x1-tcp-2 92 82 8 114638 1 4 6
faith-cloudflare-100k-x1-tcp-3 93 83 8 114754 1 4 6
faith-cloudflare-100k-x1-tcp-6 79 70 8 113468 1 4 5
faith-cloudflare-100k-x1-tcp-4 64 54 8 113970 0 4 6
node-fetch-cloudflare-100k-x100-tcp-seq50-9 4676 4476 200 10953985 50 100 100
faith-cloudflare-100k-x1-tcp-5 35 35 0 109508 0 0 0
faith-cloudflare-100k-x1-tcp-7 51 41 8 111968 1 4 6
faith-cloudflare-100k-x1-tcp-9 116 111 4 118057 0 0 5
faith-cloudflare-100k-x10-tcp-1 220 220 0 1037235 0 0 0
faith-cloudflare-100k-x1-tcp-8 56 46 8 113233 0 4 6
faith-cloudflare-100k-x10-tcp-0 236 230 4 1040383 1 0 6
faith-cloudflare-100k-x10-tcp-5 251 245 4 1041349 1 0 6
faith-cloudflare-100k-x10-tcp-4 304 294 8 1045020 1 4 6
faith-cloudflare-100k-x10-tcp-7 250 244 4 1041185 1 0 6
faith-cloudflare-100k-x10-tcp-2 272 262 8 1048195 0 4 6
faith-cloudflare-100k-x10-tcp-6 232 232 0 1042943 0 0 0
faith-cloudflare-100k-x10-tcp-9 286 286 0 1041826 0 0 0
faith-cloudflare-100k-x10-tcp-3 240 230 8 1040627 1 4 6
faith-cloudflare-100k-x10-tcp-8 248 248 0 1035688 0 0 0
faith-cloudflare-100k-x100-tcp-seq1-1 1807 1807 0 10298568 0 0 0
faith-cloudflare-100k-x100-tcp-seq1-3 1729 1719 8 10335031 0 4 6
faith-cloudflare-100k-x100-tcp-seq1-4 1802 1796 4 10302305 1 0 6
faith-cloudflare-100k-x100-tcp-seq1-0 1641 1641 0 10321280 0 0 0
faith-cloudflare-100k-x100-tcp-seq1-5 1941 1941 0 10310813 0 0 0
faith-cloudflare-100k-x100-tcp-seq1-2 1789 1779 8 10302257 1 4 6
faith-cloudflare-100k-x100-tcp-seq1-6 1735 1735 0 10296017 0 0 0
faith-cloudflare-100k-x100-tcp-seq1-7 1935 1933 1 10311233 1 0 2
faith-cloudflare-100k-x100-tcp-seq10-0 2327 2287 32 10381547 10 16 24
faith-cloudflare-100k-x100-tcp-seq1-8 1678 1668 8 10295308 1 4 6
faith-cloudflare-100k-x100-tcp-seq10-5 2482 2442 32 10391067 10 16 24
faith-cloudflare-100k-x100-tcp-seq1-9 1828 1825 2 10303055 1 0 3
faith-cloudflare-100k-x100-tcp-seq10-1 2557 2517 32 10416516 6 16 24
faith-cloudflare-100k-x100-tcp-seq10-2 2474 2474 0 10380378 6 0 0
faith-cloudflare-100k-x100-tcp-seq10-6 2411 2371 32 10403428 6 16 24
faith-cloudflare-100k-x100-tcp-seq10-3 2408 2368 32 10386040 10 16 24
faith-cloudflare-100k-x100-tcp-seq10-4 2450 2450 0 10405133 6 0 0
faith-cloudflare-100k-x100-tcp-seq10-7 2329 2317 8 10398751 6 0 12
faith-cloudflare-100k-x100-tcp-seq25-0 3377 3337 32 10505775 21 16 24
faith-cloudflare-100k-x100-tcp-seq10-8 2526 2486 32 10395459 10 16 24
faith-cloudflare-100k-x100-tcp-seq25-2 3253 3213 32 10487425 25 16 24
faith-cloudflare-100k-x100-tcp-seq10-9 2514 2474 32 10416926 6 16 24
faith-cloudflare-100k-x100-tcp-seq25-3 3453 3413 32 10520961 21 16 24
faith-cloudflare-100k-x100-tcp-seq25-4 3202 3162 32 10496565 21 16 24
faith-cloudflare-100k-x100-tcp-seq25-7 3442 3418 16 10514224 21 0 24
faith-cloudflare-100k-x100-tcp-seq25-1 3274 3274 0 10494662 21 0 0
faith-cloudflare-100k-x100-tcp-seq25-6 3380 3340 32 10501679 25 16 24
faith-cloudflare-100k-x100-tcp-seq25-9 3404 3364 32 10504193 25 16 24
faith-cloudflare-100k-x100-tcp-seq25-5 3292 3252 32 10496019 25 16 24
faith-cloudflare-100k-x100-tcp-seq25-8 3282 3242 32 10515405 21 16 24
faith-cloudflare-100k-x100-tcp-seq50-0 4625 4585 32 10676805 46 16 24
faith-cloudflare-100k-x100-tcp-seq50-2 4550 4510 32 10666611 46 16 24
native-tamanu-og-x1-tcp-0 22 18 4 8428 1 2 2
faith-cloudflare-100k-x100-tcp-seq50-3 4506 4466 32 10662649 50 16 24
native-tamanu-og-x1-tcp-1 24 20 4 8560 1 2 2
faith-cloudflare-100k-x100-tcp-seq50-4 4765 4725 32 10684564 46 16 24
faith-cloudflare-100k-x100-tcp-seq50-1 4569 4529 32 10670004 46 16 24
faith-cloudflare-100k-x100-tcp-seq50-5 4712 4712 0 10667039 46 0 0
faith-cloudflare-100k-x100-tcp-seq50-7 4762 4722 32 10686721 46 16 24
native-tamanu-og-x1-tcp-2 25 21 4 8624 1 2 2
faith-cloudflare-100k-x100-tcp-seq50-6 4746 4708 31 10678481 50 15 23
faith-cloudflare-100k-x100-tcp-seq50-9 4676 4676 0 10661177 46 0 0
faith-cloudflare-100k-x100-tcp-seq50-8 4803 4803 0 10679664 46 0 0
native-tamanu-og-x1-tcp-3 23 19 4 8492 1 2 2
native-tamanu-og-x1-tcp-6 23 19 4 8493 1 2 2
native-tamanu-og-x1-tcp-5 25 21 4 8626 1 2 2
native-tamanu-og-x10-tcp-0 42 38 4 23184 1 2 2
native-tamanu-og-x1-tcp-7 23 19 4 8493 1 2 2
native-tamanu-og-x1-tcp-9 25 21 4 8625 1 2 2
native-tamanu-og-x1-tcp-4 25 21 4 8626 1 2 2
native-tamanu-og-x1-tcp-8 24 20 4 8558 1 2 2
native-tamanu-og-x10-tcp-5 42 38 4 23184 1 2 2
native-tamanu-og-x10-tcp-1 45 41 4 24887 1 2 2
native-tamanu-og-x10-tcp-2 40 36 4 23052 1 2 2
native-tamanu-og-x10-tcp-3 41 37 4 23118 1 2 2
native-tamanu-og-x10-tcp-7 42 38 4 23183 1 2 2
native-tamanu-og-x10-tcp-6 41 37 4 23119 1 2 2
native-tamanu-og-x10-tcp-8 41 37 4 23117 1 2 2
native-tamanu-og-x10-tcp-4 41 37 4 23117 1 2 2
native-tamanu-og-x100-tcp-seq1-4 217 217 0 168991 1 0 0
native-tamanu-og-x10-tcp-9 41 37 4 23118 1 2 2
native-tamanu-og-x100-tcp-seq1-0 222 218 4 169435 1 2 2
native-tamanu-og-x100-tcp-seq1-1 222 218 4 169433 1 2 2
native-tamanu-og-x100-tcp-seq1-5 217 217 0 168984 0 0 0
native-tamanu-og-x100-tcp-seq1-2 222 218 4 169433 1 2 2
native-tamanu-og-x100-tcp-seq1-3 222 218 4 169434 1 2 2
native-tamanu-og-x100-tcp-seq1-9 223 219 4 169500 1 2 2
native-tamanu-og-x100-tcp-seq1-7 223 219 4 169501 1 2 2
native-tamanu-og-x100-tcp-seq1-8 221 219 2 169334 1 0 2
native-tamanu-og-x100-tcp-seq1-6 223 219 4 169500 1 2 2
native-tamanu-og-x100-tcp-seq10-2 426 386 40 232234 10 20 20
native-tamanu-og-x100-tcp-seq10-0 429 389 40 232434 10 20 20
native-tamanu-og-x100-tcp-seq10-5 424 384 40 232105 10 20 20
native-tamanu-og-x100-tcp-seq10-1 418 378 40 231707 10 20 20
native-tamanu-og-x100-tcp-seq10-3 416 376 40 231576 10 20 20
native-tamanu-og-x100-tcp-seq10-4 419 379 40 231774 10 20 20
native-tamanu-og-x100-tcp-seq10-9 418 378 40 231709 10 20 20
native-tamanu-og-x100-tcp-seq10-6 421 381 40 231903 10 20 20
native-tamanu-og-x100-tcp-seq10-8 420 380 40 231845 10 20 20
native-tamanu-og-x100-tcp-seq10-7 441 401 40 237741 10 20 20
native-tamanu-og-x100-tcp-seq25-0 766 666 100 337025 25 50 50
native-tamanu-og-x100-tcp-seq25-2 745 645 100 335522 25 50 50
native-tamanu-og-x100-tcp-seq25-4 752 652 100 335979 25 50 50
native-tamanu-og-x100-tcp-seq25-5 779 679 100 337768 25 50 50
native-tamanu-og-x100-tcp-seq25-3 748 648 100 335716 25 50 50
native-tamanu-og-x100-tcp-seq25-1 760 660 100 336514 25 50 50
native-tamanu-og-x100-tcp-seq25-9 742 642 100 335322 25 50 50
native-tamanu-og-x100-tcp-seq50-2 1382 1182 200 516459 50 100 100
native-tamanu-og-x100-tcp-seq25-6 770 670 100 337168 25 50 50
native-tamanu-og-x100-tcp-seq25-7 759 659 100 336443 25 50 50
native-tamanu-og-x100-tcp-seq25-8 741 641 100 335259 25 50 50
native-tamanu-og-x100-tcp-seq50-3 1344 1144 200 512445 50 100 100
native-tamanu-og-x100-tcp-seq50-1 1340 1140 200 513600 50 100 100
native-tamanu-og-x100-tcp-seq50-0 1375 1175 200 516220 50 100 100
native-tamanu-og-x100-tcp-seq50-5 1295 1131 164 509051 50 80 84
native-tamanu-og-x100-tcp-seq50-4 1333 1133 200 512645 50 100 100
native-tamanu-og-x100-tcp-seq50-6 1370 1170 200 514159 50 100 100
native-tamanu-og-x100-tcp-seq50-7 1409 1209 200 518347 50 100 100
native-tamanu-og-x100-tcp-seq50-8 1265 1065 200 507114 50 100 100
node-fetch-tamanu-og-x1-tcp-1 25 21 4 8558 1 2 2
node-fetch-tamanu-og-x1-tcp-5 23 19 4 8427 1 2 2
node-fetch-tamanu-og-x1-tcp-0 25 21 4 8558 1 2 2
native-tamanu-og-x100-tcp-seq50-9 1339 1139 200 512810 50 100 100
node-fetch-tamanu-og-x1-tcp-4 24 20 4 8494 1 2 2
node-fetch-tamanu-og-x1-tcp-2 24 20 4 8493 1 2 2
node-fetch-tamanu-og-x1-tcp-3 24 20 4 8494 1 2 2
node-fetch-tamanu-og-x1-tcp-6 25 21 4 8559 1 2 2
node-fetch-tamanu-og-x1-tcp-9 24 20 4 8494 1 2 2
node-fetch-tamanu-og-x1-tcp-7 24 20 4 8492 1 2 2
node-fetch-tamanu-og-x1-tcp-8 25 21 4 8559 1 2 2
node-fetch-tamanu-og-x10-tcp-5 42 38 4 22795 1 2 2
node-fetch-tamanu-og-x10-tcp-0 40 36 4 22661 1 2 2
node-fetch-tamanu-og-x10-tcp-3 43 39 4 22860 1 2 2
node-fetch-tamanu-og-x10-tcp-4 41 37 4 22729 1 2 2
node-fetch-tamanu-og-x10-tcp-6 43 39 4 22859 1 2 2
node-fetch-tamanu-og-x10-tcp-2 42 38 4 22794 1 2 2
node-fetch-tamanu-og-x10-tcp-8 40 36 4 22662 1 2 2
node-fetch-tamanu-og-x100-tcp-seq1-0 223 219 4 165869 1 2 2
node-fetch-tamanu-og-x10-tcp-9 42 38 4 22793 1 2 2
node-fetch-tamanu-og-x10-tcp-1 42 38 4 22795 1 2 2
node-fetch-tamanu-og-x100-tcp-seq1-3 223 219 4 165871 1 2 2
node-fetch-tamanu-og-x100-tcp-seq1-2 221 217 4 165737 1 2 2
node-fetch-tamanu-og-x10-tcp-7 43 39 4 22860 1 2 2
node-fetch-tamanu-og-x100-tcp-seq1-4 222 218 4 165804 1 2 2
node-fetch-tamanu-og-x100-tcp-seq1-1 222 218 4 165805 1 2 2
node-fetch-tamanu-og-x100-tcp-seq1-5 222 218 4 165805 1 2 2
node-fetch-tamanu-og-x100-tcp-seq1-8 223 219 4 165870 1 2 2
node-fetch-tamanu-og-x100-tcp-seq1-6 221 217 4 165737 1 2 2
node-fetch-tamanu-og-x100-tcp-seq1-7 223 219 4 165869 1 2 2
node-fetch-tamanu-og-x100-tcp-seq1-9 222 218 4 165804 1 2 2
node-fetch-tamanu-og-x100-tcp-seq10-0 421 381 40 228006 10 20 20
node-fetch-tamanu-og-x100-tcp-seq10-1 425 385 40 228269 10 20 20
node-fetch-tamanu-og-x100-tcp-seq10-2 421 381 40 228007 10 20 20
node-fetch-tamanu-og-x100-tcp-seq10-3 427 387 40 228400 10 20 20
node-fetch-tamanu-og-x100-tcp-seq10-4 423 383 40 228133 10 20 20
node-fetch-tamanu-og-x100-tcp-seq10-5 422 382 40 228068 10 20 20
node-fetch-tamanu-og-x100-tcp-seq10-7 426 386 40 228341 10 20 20
node-fetch-tamanu-og-x100-tcp-seq10-6 422 382 40 228072 10 20 20
node-fetch-tamanu-og-x100-tcp-seq10-9 421 381 40 228003 10 20 20
node-fetch-tamanu-og-x100-tcp-seq10-8 421 381 40 228006 10 20 20
node-fetch-tamanu-og-x100-tcp-seq25-0 750 650 100 331498 25 50 50
node-fetch-tamanu-og-x100-tcp-seq25-2 746 646 100 331239 25 50 50
node-fetch-tamanu-og-x100-tcp-seq25-1 745 645 100 331161 25 50 50
node-fetch-tamanu-og-x100-tcp-seq25-4 753 653 100 331696 25 50 50
node-fetch-tamanu-og-x100-tcp-seq25-3 752 652 100 331629 25 50 50
node-fetch-tamanu-og-x100-tcp-seq25-6 758 658 100 332030 25 50 50
node-fetch-tamanu-og-x100-tcp-seq25-7 767 667 100 332630 25 50 50
node-fetch-tamanu-og-x100-tcp-seq25-5 768 668 100 332689 25 50 50
